"id","slug","title","summary","scene","mechanisms","category_legacy","level","duration_min","status","source_seq","simulation_type","file_ref"
"28a1bfaf7b9d4407a893919f5a67839f","u-024-28a1bfaf","纳什均衡可视化","2x2博弈矩阵中双方最优响应的交点即为均衡","日常决策","博弈;策略与风险;平衡与稳定","博弈与策略","B级","6","待开发","24","可调参数模拟","纳什均衡可视化 28a1bfaf7b9d4407a893919f5a67839f.md"
"a01ca0f34947405b96b516a9815c4e67","u-025-a01ca0f3","最后通牒博弈","理性预测接受任何正数，实验中低于30%被拒绝","日常决策","博弈;策略与风险","博弈与策略","B级","6","待开发","25","交互叙事","最后通牒博弈 a01ca0f34947405b96b516a9815c4e67.md"
"f39827ea7a99453ab5669815799c9638","u-026-f39827ea","演化博弈(空间囚徒困境)","在网格上博弈并模仿邻居策略，合作区域可自发形成","日常决策","博弈;策略与风险","博弈与策略","A级","10","待开发","26","可调参数模拟","演化博弈(空间囚徒困境) f39827ea7a99453ab5669815799c9638.md"
"94563733a05747bd8768d78dfa281c2d","u-027-94563733","蒙提霍尔问题(三门问题)","换门胜率2/3，不换1/3，违反直觉的条件概率","数学与计算","随机性;时空与尺度","概率与统计直觉","S级","15","待开发","27","交互叙事","蒙提霍尔问题(三门问题) 94563733a05747bd8768d78dfa281c2d.md"
"946fc41c4f98460982b74795a3cb5a8e","u-028-946fc41c","高尔顿板(正态分布)","小球经多次随机偏折后分布趋向正态","数学与计算","随机性;时空与尺度","概率与统计直觉","A级","8","待开发","28","可调参数模拟","高尔顿板(正态分布) 946fc41c4f98460982b74795a3cb5a8e.md"
"e39b44967c6b4901bb62bf97c6a3eb75","u-029-e39b4496","随机漫步与布朗运动","每步随机方向，大量步数后扩散距离∝√t","数学与计算","随机性;时空与尺度","概率与统计直觉","A级","8","待开发","29","可调参数模拟","随机漫步与布朗运动 e39b44967c6b4901bb62bf97c6a3eb75.md"
"a1c20092a2304379b2722c0769196e5b","u-030-a1c20092","大数定律","样本均值随样本量增大趋向期望值","数学与计算","随机性;时空与尺度;策略与风险","概率与统计直觉","B级","6","待开发","30","可调参数模拟","大数定律 a1c20092a2304379b2722c0769196e5b.md"
"6cfd18e1f39347008d10cf7c406fe76e","u-031-6cfd18e1","生日悖论","23人中有两人同生日的概率>50%","数学与计算","随机性;时空与尺度","概率与统计直觉","B级","6","待开发","31","交互叙事","生日悖论 6cfd18e1f39347008d10cf7c406fe76e.md"
"ac23d2ec6b344159ac34c58bf3563af0","u-032-ac23d2ec","贝叶斯定理直觉","先验概率+新证据→后验概率，用面积图直观理解","数学与计算","随机性;时空与尺度","概率与统计直觉","A级","10","待开发","32","可调参数模拟","贝叶斯定理直觉 ac23d2ec6b344159ac34c58bf3563af0.md"
"e7b0c90e7cc644569413626d1b835cf1","u-033-e7b0c90e","中心极限定理","任意分布的样本均值分布趋向正态","数学与计算","随机性;时空与尺度","概率与统计直觉","B级","6","待开发","33","可调参数模拟","中心极限定理 e7b0c90e7cc644569413626d1b835cf1.md"
"3d389ecb96a949f281fd45c7be1e5889","u-034-3d389ecb","赌徒谬误","独立事件无记忆，连续红后黑的概率不变","数学与计算","随机性;时空与尺度","概率与统计直觉","B级","6","待开发","34","交互叙事","赌徒谬误 3d389ecb96a949f281fd45c7be1e5889.md"
"48288ddddabb4c79a4fa23ba9d38ebef","u-035-48288ddd","辛普森悖论","分组数据趋势与合并数据趋势相反","数学与计算","随机性;时空与尺度","概率与统计直觉","B级","6","待开发","35","交互叙事","辛普森悖论 48288ddddabb4c79a4fa23ba9d38ebef.md"
"8ba09cbce7a54651a1ebfad65d41c197","u-036-8ba09cbc","马尔可夫链","状态转移只依赖当前状态，长期趋向稳态分布","数学与计算","随机性;时空与尺度","概率与统计直觉","A级","8","待开发","36","可调参数模拟","马尔可夫链 8ba09cbce7a54651a1ebfad65d41c197.md"
"3ff52f8b5c904671989d16d0a679aab7","u-037-3ff52f8b","双缝实验(波粒二象性)","单个粒子通过双缝产生干涉条纹，观测改变结果","自然与物理","平衡与稳定;时空与尺度","物理模拟","S级","20","待开发","37","交互叙事","双缝实验(波粒二象性) 3ff52f8b5c904671989d16d0a679aab7.md"
"9f5c52b2d1ab48848d6c8da66b19fa6e","u-038-9f5c52b2","弹性碰撞与动量守恒","碰撞中总动量与总动能守恒","自然与物理","平衡与稳定;时空与尺度","物理模拟","A级","8","待开发","38","可调参数模拟","弹性碰撞与动量守恒 9f5c52b2d1ab48848d6c8da66b19fa6e.md"
"ba344df1d85742a7add27f5e44bd46ab","u-039-ba344df1","轨道力学(引力弹弓)","利用行星引力加速探测器，不消耗燃料获得速度增益","自然与物理","平衡与稳定;时空与尺度","物理模拟","S级","18","待开发","39","交互叙事","轨道力学(引力弹弓) ba344df1d85742a7add27f5e44bd46ab.md"
"1b653d1e695d47d0abaa5d384311f39f","u-040-1b653d1e","拉格朗日点","两大天体引力与离心力平衡的5个特殊位置","自然与物理","平衡与稳定;时空与尺度","物理模拟","A级","10","待开发","40","可调参数模拟","拉格朗日点 1b653d1e695d47d0abaa5d384311f39f.md"
"b89b67d5bdd34666ba14b975bd6d859b","u-041-b89b67d5","电场线与等势面","电荷产生电场，场线方向与等势面垂直","自然与物理","平衡与稳定;时空与尺度","物理模拟","A级","8","待开发","41","可调参数模拟","电场线与等势面 b89b67d5bdd34666ba14b975bd6d859b.md"
"825046eac2ee4446ad4b86e3db54c2a3","u-042-825046ea","热传导扩散","热量从高温区向低温区扩散直至均匀","自然与物理","平衡与稳定;时空与尺度","物理模拟","B级","6","待开发","42","可调参数模拟","热传导扩散 825046eac2ee4446ad4b86e3db54c2a3.md"
"21479315904e40ffb35b41deb0e4c0cf","u-043-21479315","波的叠加与驻波","两列波叠加产生干涉增强/相消，驻波是特例","自然与物理","平衡与稳定;时空与尺度","物理模拟","A级","8","待开发","43","可调参数模拟","波的叠加与驻波 21479315904e40ffb35b41deb0e4c0cf.md"
"9a1d0136dd694c7886412eb0e5005b9f","u-044-9a1d0136","多普勒效应","波源运动导致前方波长压缩后方拉伸","自然与物理","平衡与稳定;时空与尺度;认知偏差","物理模拟","B级","6","待开发","44","可调参数模拟","多普勒效应 9a1d0136dd694c7886412eb0e5005b9f.md"
"83641982e5e04ea49ffd0684d2540488","u-045-83641982","单摆与共振","驱动频率接近固有频率时振幅急剧增大","自然与物理","平衡与稳定;时空与尺度","物理模拟","B级","6","待开发","45","可调参数模拟","单摆与共振 83641982e5e04ea49ffd0684d2540488.md"
"580bb4a8ef084a7fa7529b0fe4e3a142","u-046-580bb4a8","流体力学(卡门涡街)","流体绕障碍物时交替产生涡旋","自然与物理","平衡与稳定;时空与尺度","物理模拟","A级","10","待开发","46","可调参数模拟","流体力学(卡门涡街) 580bb4a8ef084a7fa7529b0fe4e3a142.md"
"a2901d16a30f44eb996669605f23ea7d","u-047-a2901d16","模拟退火","高温时接受劣解以跳出局部最优，逐渐降温收敛","数学与计算","优化;策略与风险","优化与搜索","A级","8","待开发","47","可调参数模拟","模拟退火 a2901d16a30f44eb996669605f23ea7d.md"
"1194ba7796b746efa2cc08a815979a96","u-048-1194ba77","遗传算法(进化行走生物)","选择/交叉/变异迭代优化，种群逐代进化出更好的解","数学与计算","优化;策略与风险","优化与搜索","S级","20","待开发","48","交互叙事","遗传算法(进化行走生物) 1194ba7796b746efa2cc08a815979a96.md"
"1e155a7766c54e13b1024414a6d53ce2","u-049-1e155a77","A*寻路算法","启发式搜索结合已走代价和估计剩余代价找最短路","数学与计算","优化;策略与风险","优化与搜索","A级","8","待开发","49","可调参数模拟","A 寻路算法 1e155a7766c54e13b1024414a6d53ce2.md"
"5d29053c46394e29a1ef8470719cfe74","u-050-5d29053c","旅行商问题(TSP)","NP-hard组合优化，近似算法在合理时间内找到可接受解","数学与计算","优化;策略与风险;随机性","优化与搜索","A级","10","待开发","50","可调参数模拟","旅行商问题(TSP) 5d29053c46394e29a1ef8470719cfe74.md"
"269352b066524061ac5bec331b9d124e","u-051-269352b0","梯度下降可视化","沿损失函数梯度方向迭代逼近最小值","数学与计算","优化;策略与风险","优化与搜索","A级","10","待开发","51","可调参数模拟","梯度下降可视化 269352b066524061ac5bec331b9d124e.md"
"090d197f72f24dfaa0446aaaa7e80b17","u-052-090d197f","粒子群优化(PSO)","粒子受个体最优和群体最优吸引，群体协作找到最优解","数学与计算","优化;策略与风险","优化与搜索","B级","6","待开发","52","可调参数模拟","粒子群优化(PSO) 090d197f72f24dfaa0446aaaa7e80b17.md"
"3b54ad4f08f545ec967ae0f82bbcb85c","u-053-3b54ad4f","迷宫生成与求解","DFS/Prim生成迷宫，BFS/A*求解，可视化搜索过程","数学与计算","优化;策略与风险","优化与搜索","B级","6","待开发","53","可调参数模拟","迷宫生成与求解 3b54ad4f08f545ec967ae0f82bbcb85c.md"
"f1f300a24fe24cb8a2d39aa859499970","u-054-f1f300a2","排序算法可视化","不同排序算法的比较次数与交换策略差异巨大","数学与计算","优化;策略与风险","优化与搜索","B级","6","待开发","54","可调参数模拟","排序算法可视化 f1f300a24fe24cb8a2d39aa859499970.md"
"e426fc31131742859015b82bb895ad7c","u-055-e426fc31","六度分隔(小世界网络)","少量随机长连接使网络平均路径急剧缩短","社会与群体","网络传播;反馈;随机性","网络与传播","S级","15","待开发","55","交互叙事","六度分隔(小世界网络) e426fc31131742859015b82bb895ad7c.md"
"e7ceec239ec24d8388fede5a791b3028","u-056-e7ceec23","疫情传播SIR模型","易感-感染-恢复三状态转化，R0决定是否大规模传播","社会与群体","网络传播;反馈","网络与传播","S级","15","待开发","56","交互叙事","疫情传播SIR模型 e7ceec239ec24d8388fede5a791b3028.md"
"44df5a6548c44f54b81e5bfdbf4adf21","u-057-44df5a65","谣言扩散 vs 真相扩散","简单信息传播快，复杂信息需要多重确认因此传播慢","社会与群体","网络传播;反馈;编码与信息","网络与传播","A级","10","待开发","57","可调参数模拟","谣言扩散 vs 真相扩散 44df5a6548c44f54b81e5bfdbf4adf21.md"
"82b34fdfb61c40f8bf86efc1a7516199","u-058-82b34fdf","级联失效","一个节点过载导致邻居过载，可引发全网崩溃","社会与群体","网络传播;反馈","网络与传播","A级","10","待开发","58","可调参数模拟","级联失效 82b34fdfb61c40f8bf86efc1a7516199.md"
"752a67eb94c84aac860161ddf566e133","u-059-752a67eb","无标度网络(BA模型)","优先连接导致富者愈富，度分布服从幂律","社会与群体","网络传播;反馈","网络与传播","A级","8","待开发","59","可调参数模拟","无标度网络(BA模型) 752a67eb94c84aac860161ddf566e133.md"
"4eebcf33c9104351968d8814179a863b","u-060-4eebcf33","PageRank可视化","随机游走者在网络中的稳态分布即为页面重要度","社会与群体","网络传播;反馈;随机性","网络与传播","B级","6","待开发","60","可调参数模拟","PageRank可视化 4eebcf33c9104351968d8814179a863b.md"
"84846f20bc48416bb1f77500ad3f3b00","u-061-84846f20","社交网络信息茧房","推荐算法正反馈导致信息来源越来越窄","社会与群体","网络传播;反馈;编码与信息","网络与传播","A级","10","待开发","61","可调参数模拟","社交网络信息茧房 84846f20bc48416bb1f77500ad3f3b00.md"
"38e7e74f55d34cc1b18d944810fc7fe7","u-062-38e7e74f","易经八卦与二进制","阴爻=0阳爻=1，八卦对应0-7，64卦对应6位二进制，莱布尼茨惊叹的对应关系","文化与思想实验","策略与风险;平衡与稳定","中华智慧","S级","18","待开发","62","交互叙事","易经八卦与二进制 38e7e74f55d34cc1b18d944810fc7fe7.md"
"9c5249139dd744d5a122e5b72151e3af","u-063-9c524913","梅花易数运算可视化","以数起卦的分类映射系统，时间/数字→上下卦→变爻→解读路径","文化与思想实验","策略与风险;平衡与稳定","中华智慧","A级","10","待开发","63","可调参数模拟","梅花易数运算可视化 9c5249139dd744d5a122e5b72151e3af.md"
"b379241d426e4756ab4f3e0f67259e56","u-064-b379241d","三十六计·围魏救赵","攻击对方必救之处迫使其回援，间接博弈优于正面对抗","文化与思想实验","策略与风险;平衡与稳定;博弈","中华智慧","A级","10","待开发","64","可调参数模拟","三十六计·围魏救赵 b379241d426e4756ab4f3e0f67259e56.md"
"f8e7298f4b6d439fb5dae1d6fce33992","u-065-f8e7298f","三十六计·暗度陈仓","信息不对称下的虚实博弈，明修栈道吸引注意力","文化与思想实验","策略与风险;平衡与稳定;博弈","中华智慧","A级","10","待开发","65","可调参数模拟","三十六计·暗度陈仓 f8e7298f4b6d439fb5dae1d6fce33992.md"
"0f2de673573e47719b03cc58a1f00a59","u-066-0f2de673","三十六计·反间计","利用敌方间谍传递虚假信息，信息污染导致决策错误","文化与思想实验","策略与风险;平衡与稳定;编码与信息","中华智慧","B级","6","待开发","66","交互叙事","三十六计·反间计 0f2de673573e47719b03cc58a1f00a59.md"
"2b67a7a947a143f5b291edf7c467af1c","u-067-2b67a7a9","五行相生相克","五元素循环博弈，石头剪刀布的扩展版，种群动态趋向动态平衡","文化与思想实验","策略与风险;平衡与稳定;博弈","中华智慧","A级","8","待开发","67","可调参数模拟","五行相生相克 2b67a7a947a143f5b291edf7c467af1c.md"
"c64423d24f1f483db47cdc83a81d28b0","u-068-c64423d2","河图洛书与幻方","3x3幻方每行每列每对角线之和相等，洛书是最早的幻方记录","文化与思想实验","策略与风险;平衡与稳定","中华智慧","B级","6","待开发","68","交互叙事","河图洛书与幻方 c64423d24f1f483db47cdc83a81d28b0.md"
"419f26aa0e5b43ff9100d138c6c064ba","u-069-419f26aa","太极阴阳动态平衡","负反馈调节系统：阳极生阴、阴极生阳，系统趋向动态平衡","文化与思想实验","策略与风险;平衡与稳定;反馈","中华智慧","B级","6","待开发","69","可调参数模拟","太极阴阳动态平衡 419f26aa0e5b43ff9100d138c6c064ba.md"
"1f41879c66bf4f6396e189d1a128785d","u-070-1f41879c","围棋·势与地的博弈","局部最优(实地)vs全局最优(厚势)的权衡，短期收益与长期价值的矛盾","文化与思想实验","策略与风险;平衡与稳定;博弈","中华智慧","A级","10","待开发","70","可调参数模拟","围棋·势与地的博弈 1f41879c66bf4f6396e189d1a128785d.md"
"c334abcae3e14bfa8424e3e0701aa8e9","u-071-c334abca","孙子兵法·虚实篇","集中优势兵力攻击分散之敌，以实击虚，兰彻斯特方程验证","文化与思想实验","策略与风险;平衡与稳定;博弈","中华智慧","B级","6","待开发","71","交互叙事","孙子兵法·虚实篇 c334abcae3e14bfa8424e3e0701aa8e9.md"
"502425c81bf24185936bba7dedc9d5bf","u-072-502425c8","群体极化效应","温和观点的个体在群体讨论后变得更极端，群体放大偏见","社会与群体","认知偏差;网络传播","群体心理","S级","15","待开发","72","交互叙事","群体极化效应 502425c81bf24185936bba7dedc9d5bf.md"
"da2d76cb009c4666a47e7c7c239778e1","u-073-da2d76cb","从众效应(阿希实验)","明知答案错误仍选择跟随多数人，社会压力压倒理性判断","社会与群体","认知偏差;网络传播","群体心理","S级","15","待开发","73","交互叙事","从众效应(阿希实验) da2d76cb009c4666a47e7c7c239778e1.md"
"926c646596aa40c497e1663bd747f7e7","u-074-926c6465","信息瀑布(羊群效应)","后来者忽略私有信息跟随先行者，即使先行者的选择是错误的","社会与群体","认知偏差;网络传播;编码与信息","群体心理","A级","10","待开发","74","可调参数模拟","信息瀑布(羊群效应) 926c646596aa40c497e1663bd747f7e7.md"
"bc9571f32e414d73ab12f19627aecdfe","u-075-bc9571f3","旁观者效应","在场人数越多，个人出手帮助的概率越低(责任分散)","社会与群体","认知偏差;网络传播;随机性","群体心理","A级","8","待开发","75","可调参数模拟","旁观者效应 bc9571f32e414d73ab12f19627aecdfe.md"
"072ca377e7a941009367f6a33038407f","u-076-072ca377","群体智慧vs群体愚蠢","独立判断时群体比个体更准确(高尔顿牛重量实验)，互相影响时群体更愚蠢","社会与群体","认知偏差;网络传播","群体心理","A级","10","待开发","76","可调参数模拟","群体智慧vs群体愚蠢 072ca377e7a941009367f6a33038407f.md"
"d8be30089c7449e79e82b5c324402e75","u-077-d8be3008","社会认同与制服效应","人们倾向于服从穿制服/有权威标志的人(米尔格拉姆实验)","社会与群体","认知偏差;网络传播","群体心理","B级","6","待开发","77","交互叙事","社会认同与制服效应 d8be30089c7449e79e82b5c324402e75.md"
"669eca11ccd94e26a9c9507cb57143bd","u-078-669eca11","社会网络中的观点传播","少数坚定者可以翻转群体观点，临界比例约25%","社会与群体","认知偏差;网络传播;时空与尺度","群体心理","A级","10","待开发","78","可调参数模拟","社会网络中的观点传播 669eca11ccd94e26a9c9507cb57143bd.md"
"52f9aa22ef8644c1969123c029432275","u-079-52f9aa22","邓巴数与社交圈层","人类认知上限约150人亲密关系，圈层按5/15/50/150递增","社会与群体","认知偏差;网络传播","群体心理","B级","6","待开发","79","可调参数模拟","邓巴数与社交圈层 52f9aa22ef8644c1969123c029432275.md"
"2898b1ab0a7c4f929696ba6255f7ba88","u-080-2898b1ab","破窗效应","环境中的小破坏如果不修复，会引发更多破坏行为","社会与群体","认知偏差;网络传播","群体心理","B级","6","待开发","80","可调参数模拟","破窗效应 2898b1ab0a7c4f929696ba6255f7ba88.md"
"1f3700d0e9e14805a2f1af617216876f","u-081-1f3700d0","锚定效应","先看到的数字会影响后续估计，即使两者无关","日常决策","认知偏差;策略与风险;随机性","认知偏差","S级","15","待开发","81","交互叙事","锚定效应 1f3700d0e9e14805a2f1af617216876f.md"
"dafa6f0d307a45158144fb8b979d57ef","u-082-dafa6f0d","框架效应","同一事实不同表述导致不同决策（存活率90% vs 死亡率10%）","日常决策","认知偏差;策略与风险","认知偏差","S级","15","待开发","82","交互叙事","框架效应 dafa6f0d307a45158144fb8b979d57ef.md"
"ff36f7bb93324ce78837ae9fc7297404","u-083-ff36f7bb","损失厌恶","失去100元的痛苦≈得到200元的快乐，损失权重约为收益的2倍","日常决策","认知偏差;策略与风险","认知偏差","A级","10","待开发","83","可调参数模拟","损失厌恶 ff36f7bb93324ce78837ae9fc7297404.md"
"3353e874e9624959b7986960424bb0e4","u-084-3353e874","可得性偏差","容易想到的事件被高估概率（飞机失事vs车祸）","日常决策","认知偏差;策略与风险;随机性","认知偏差","B级","6","待开发","84","交互叙事","可得性偏差 3353e874e9624959b7986960424bb0e4.md"
"ecbaf3ac64d248709f33f0f623b3a5d9","u-085-ecbaf3ac","确认偏误","人倾向于搜索支持已有观点的信息，忽略反面证据","日常决策","认知偏差;策略与风险;编码与信息","认知偏差","A级","10","待开发","85","可调参数模拟","确认偏误 ecbaf3ac64d248709f33f0f623b3a5d9.md"
"205eca15a710419fb4a627101f5f5692","u-086-205eca15","沉没成本谬误","已投入的不可回收成本不应影响未来决策，但人们总是受其影响","日常决策","认知偏差;策略与风险","认知偏差","B级","6","待开发","86","交互叙事","沉没成本谬误 205eca15a710419fb4a627101f5f5692.md"
"ca66b1b1a0ea422a9f8f505fb93b28bd","u-087-ca66b1b1","峰终定律","体验记忆由峰值和结尾决定，而非总量（冰水实验）","日常决策","认知偏差;策略与风险","认知偏差","B级","6","待开发","87","交互叙事","峰终定律 ca66b1b1a0ea422a9f8f505fb93b28bd.md"
"ff026c9fe6fa4ef8a292ae502914cd9f","u-088-ff026c9f","幸存者偏差","只看到成功案例导致错误归因（二战飞机装甲问题）","日常决策","认知偏差;策略与风险","认知偏差","A级","10","待开发","88","可调参数模拟","幸存者偏差 ff026c9fe6fa4ef8a292ae502914cd9f.md"
"cfb43c7795834459a6453f0f92de5bf2","u-089-cfb43c77","达克效应","能力越低越高估自己，能力越高越低估自己","日常决策","认知偏差;策略与风险","认知偏差","B级","6","待开发","89","可调参数模拟","达克效应 cfb43c7795834459a6453f0f92de5bf2.md"
"6b697a2ed13f4a3d8ed75431b0b4516b","u-090-6b697a2e","选择悖论","选项越多满意度反而越低，6种果酱vs24种果酱实验","日常决策","认知偏差;策略与风险","认知偏差","B级","6","待开发","90","交互叙事","选择悖论 6b697a2ed13f4a3d8ed75431b0b4516b.md"
"292c4abe147b4299b8c49232957d5849","u-091-292c4abe","供需均衡与价格发现","供给曲线与需求曲线交叉点决定市场均衡价格","市场与系统","反馈;策略与风险;平衡与稳定","经济与金融","A级","10","待开发","91","可调参数模拟","供需均衡与价格发现 292c4abe147b4299b8c49232957d5849.md"
"8e76734b5dd34471b7cf603ee4f8c7c7","u-092-8e76734b","凯恩斯选美博弈","不是选你认为最美的，而是选你认为大家认为最美的，层层递归","市场与系统","反馈;策略与风险;博弈","经济与金融","S级","15","待开发","92","交互叙事","凯恩斯选美博弈 8e76734b5dd34471b7cf603ee4f8c7c7.md"
"d094ce1c43924090b8b600ba7295c375","u-093-d094ce1c","复利的力量","指数增长的反直觉性，72法则估算翻倍时间","市场与系统","反馈;策略与风险","经济与金融","B级","6","待开发","93","可调参数模拟","复利的力量 d094ce1c43924090b8b600ba7295c375.md"
"b031980018f84dc6bd585a3d75f108db","u-094-b0319800","股市泡沫与崩盘","正反馈推动价格偏离价值→临界点触发恐慌性抛售→崩盘","市场与系统","反馈;策略与风险","经济与金融","A级","10","待开发","94","可调参数模拟","股市泡沫与崩盘 b031980018f84dc6bd585a3d75f108db.md"
